,639S,634S,632S,628S,627S,623S,621S,615S,612S,604S,601S,635S,624S,606S,640S,629S,625S,616S,607S,602S,633S,622S,613S,617S,636S,626S,608S,630S,603S,618S,614S,637S,631S,609S,619S,610S,638S,611S
117700_6..S01R::1404705600.0,2,-4,11,7,11,-24,54,8,20,5,11,24,-7,-15,6,8,-3,-13,26,-10,4,-5,-6,-15,10,16,-27,4,-10,8,7,-8,46,4,12,14,8,9
118200_6..S01R::1404705600.0,-8,16,6,17,19,14,6,4,17,27,41,35,-1,-10,3,14,123,11,7,-24,0,5,-5,8,15,20,27,5,8,-2,3,27,9,19,30,-5,2,17
118700_6..S01R::1404705600.0,1,19,-25,-4,1,-16,16,3,-8,11,11,36,-1,-32,3,10,26,-34,10,-93,-3,-31,-1,-14,6,-2,1,5,12,11,-22,-7,38,5,7,-16,8,13
119200_6..S01R::1404705600.0,-6,2,11,7,15,10,3,-6,-3,4,-19,27,-5,-10,7,66,4,7,7,-19,8,7,-25,3,-7,20,-1,-20,-16,-3,-4,10,20,8,58,-9,-3,16
119700_6..S01R::1404705600.0,6,9,0,-5,13,7,27,18,-10,12,-19,41,15,-21,-70,25,18,12,-3,-25,-7,-5,-2,-2,-1,36,17,19,4,-10,-3,8,23,-9,18,-1,19,16
120300_6..S01R::1404705600.0,,-16,3,-8,-9,-21,19,5,-43,-2,-19,-15,-4,-27,,-3,421,-14,-11,-25,-44,-6,-4,-16,,20,-4,23,12,8,7,,26,-32,68,8,,3
120900_6..S01R::1404705600.0,1,17,-28,12,14,15,42,17,12,0,11,11,-4,-22,12,5,17,-11,-10,-19,-2,4,10,3,-12,21,27,-3,9,-10,-11,-4,26,-4,20,4,11,-3
121500_6..S01R::1404705600.0,0,8,-13,-14,17,3,10,2,3,12,-19,33,-12,-27,6,49,25,-13,-15,-12,-17,17,17,-12,4,10,10,2,-6,11,5,-12,17,11,131,-7,8,-13
115600_6..S::1404705600.0,,19,-5,-4,23,,551,,,,,551,,,11,24,,,,,15,,,,,0,,16,,,,15,42,,,,,
122100_6..S01R::1404705600.0,14,-9,3,0,-25,-7,21,-11,5,-9,41,21,4,-24,-2,4,36,-5,15,-6,0,4,10,-8,-4,6,22,-5,17,11,-8,6,31,-5,11,5,-9,-37
122700_6..S01R::1404705600.0,-9,-9,3,-9,-64,-76,24,14,-5,8,-19,22,0,-8,-88,-4,-25,15,1,-3,-1,1,1,12,3,23,14,-3,9,1,15,10,38,10,24,-11,-1,10
123300_6..S01R::1404705600.0,6,-2,13,13,13,-34,-7,0,-8,25,-19,48,14,-26,2,8,18,7,15,-86,8,19,21,2,13,9,3,4,-15,-10,4,-32,28,6,-11,-14,16,11
123900_6..S01R::1404705600.0,-6,-18,-4,13,16,-1,21,20,9,8,41,38,15,-15,2,8,-8,-38,1,-37,-8,12,7,-11,-26,11,19,-34,-3,11,-7,17,39,-11,36,0,1,-8
124500_6..S01R::1404705600.0,5,-2,-2,9,18,0,33,7,13,-2,131,521,97,-23,15,5,-4,11,16,-23,12,24,-15,-3,-21,30,23,25,8,9,19,-2,16,14,23,-11,-23,-24
125100_6..S01R::1404705600.0,7,-5,-6,7,6,13,14,4,10,-13,191,15,-5,-24,25,-7,-1,-13,-7,-106,14,-23,-7,-14,-11,-6,16,15,-3,8,6,2,4,-12,25,-29,17,-3
125700_6..S01R::1404705600.0,-11,0,-14,22,-8,7,25,3,15,-11,161,31,-8,-28,29,11,19,-13,-17,-14,9,-38,8,-11,-5,-3,7,6,-15,-15,6,8,29,5,4,-9,-5,9
126400_6..S01R::1404705600.0,,,,,,,,,5,7,221,,,-17,,,,,23,-37,,,-5,,,,20,,10,,-63,,,-13,,-7,,12
127100_6..S01R::1404705600.0,2,20,-7,-37,16,4,25,10,-38,22,11,57,-14,-8,14,-6,-9,-40,6,-21,-12,-5,23,11,0,12,-3,17,7,-3,-17,9,-12,-3,25,-27,23,-2
127800_6..S01R::1404705600.0,-4,17,5,20,20,-3,6,-9,-32,-17,11,14,6,-25,3,19,11,-4,16,-5,-3,14,24,18,12,16,1,8,9,4,-3,-10,12,2,4,7,6,-4
128550_6..S01R::1404705600.0,-2,6,-2,8,5,7,26,-8,9,6,11,11,23,-10,20,1,-9,3,2,-14,22,146,19,1,23,13,13,-7,12,-5,-6,-4,37,-13,22,0,-18,-8
120300_6..S::1404705600.0,,,,,,,,,,,,431,,,17,,,,,,,,,,,,,,,,,18,,,,,,
129350_6..S01R::1404705600.0,-8,12,-2,2,5,-6,22,-28,-1,31,-19,13,2,-8,-86,24,10,6,30,-25,-9,49,0,-30,-3,1,22,17,25,-10,6,-21,20,-14,22,-2,1,-12
130150_6..S01R::1404705600.0,-1,0,15,12,20,19,13,-5,-20,11,11,21,0,-9,20,7,2,-2,-5,-17,10,30,23,-7,16,24,18,6,4,12,2,-36,31,-65,4,-8,8,-20
130950_6..S01R::1404705600.0,8,-23,-16,5,-35,0,5,8,10,-5,11,6,10,-14,20,11,-15,-10,-31,-26,12,29,-12,-11,-13,-2,-10,8,-4,-17,9,2,20,-2,19,10,-11,-4
131750_6..S01R::1404705600.0,1,18,10,-7,-25,-2,36,-4,-2,18,11,9,9,-29,14,15,10,-1,14,-35,5,37,3,-4,16,31,26,6,-5,12,3,-3,64,-8,16,-2,7,-7
126400_6..S::1404705600.0,-53,15,3,14,21,-1,20,,,,,53,11,,21,-3,14,,,,-5,25,,,-44,20,,19,,,45,-22,55,,32,,-71,
132550_6..S01R::1404705600.0,-8,-14,641,18,8,-1,27,-34,-4,-7,-19,46,41,-24,-85,-8,14,1,13,-32,-50,33,-2,14,43,5,20,-7,21,4,9,-35,537,-9,1,0,-78,-9
133350_6..S01R::1404705600.0,8,-41,19,12,12,-6,18,-20,9,13,11,27,6,-6,-97,15,-5,14,7,-5,5,45,-24,11,-2,18,9,16,9,0,-11,-25,28,13,27,-38,19,12
134150_6..S01X004::1404705600.0,-28,-37,12,2,6,25,22,-8,25,-5,41,25,-2,-24,24,6,212,-6,5,-24,8,71,13,-9,4,3,26,5,-4,13,-6,-7,20,-7,15,2,10,-9
135150_6..S01X004::1404705600.0,-88,-10,-4,-14,16,-5,24,-7,-2,-6,11,22,11,-27,25,-57,-11,3,-15,-26,-6,39,9,3,0,28,12,-7,-20,-1,-8,-14,9,6,96,-11,8,15
136150_6..S01X004::1404705600.0,-85,11,6,3,7,-69,29,13,0,6,11,40,-2,-26,24,4,0,11,16,-10,-4,53,1,6,1,12,6,-1,-4,-5,6,8,36,0,20,3,20,-6
137150_6..S01X004::1404705600.0,,,-93,4,25,-19,61,10,-5,12,41,24,-8,-32,,3,197,-13,9,-26,-48,36,5,-87,14,-4,26,-2,-3,3,10,23,33,-4,33,6,,-3
138150_6..S01X004::1404705600.0,-255,12,,-86,-10,-3,1,18,-50,8,-19,15,8,,14,-2,8,23,6,-26,-13,47,10,13,-54,27,29,-26,6,1,-7,,-75,-3,29,5,-4,-5
139150_6..S01X004::1404705600.0,,,-18,4,-35,-82,19,9,-4,-48,-49,,-46,-24,,-68,,12,17,-23,,22,6,-1,,-1,9,40,2,-10,16,,13,4,22,-16,,11
140150_6..S01X004::1404705600.0,,,,,-28,,-16,9,21,6,-19,,6,-8,,,9,13,4,-17,,-11,10,-91,,0,15,,10,-38,-19,,,10,,-9,,12
141150_6..S01X004::1404705600.0,,,,,,,-147,2,,8,11,,,-51,,,,,53,-28,,,10,5,,,-13,,3,-4,15,,,10,9,-9,,13
142150_6..S01X004::1404705600.0,,,,,,,,,20,,41,,,-7,,,,,-28,-33,,,18,,,,16,,-8,,,,,-15,,,,10
143250_6..S01X004::1404705600.0,,,,,,,,,,11,11,,,-33,,,,,9,,,,,,,,,,,,,,,,,,,
137150_6..S::1404705600.0,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,
000700_6..S01X004::1404792000.0,-342,12,-4,3,1,-73,-79,5,0,12,11,31,3,-8,0,4,6,11,5,-20,-12,31,-5,6,-1,-1,21,29,-11,-4,10,10,43,-5,17,4,-2,-6
002200_6..S01X004::1404792000.0,-339,-7,5,7,4,-9,10,5,-6,8,-49,19,5,-9,26,10,8,8,6,-29,1,40,,2,19,-1,19,37,28,-43,9,17,15,-14,52,-4,3,-12
139150_6..S01X004::1404792000.0,-316,-2,,,,,,,,,,22,,,19,,,,,,7,,,,2,,,,,,,10,,,,,-4,
140150_6..S01X004::1404792000.0,-319,0,13,-5,,,,,,,,26,,,4,-6,,,,,9,,,,-8,,,11,,,,2,36,,,,-12,
141150_6..S01X004::1404792000.0,-340,9,-3,4,7,-7,24,,,,,35,4,,25,11,0,,,,-10,59,,,6,19,,29,,,,-12,38,,,,6,
142150_6..S01X004::1404792000.0,-317,-7,10,2,3,10,28,21,,,,-9,19,,17,4,14,-8,,,3,16,,15,,5,,60,,1,-4,6,29,,26,,-41,
143250_6..S01X004::1404792000.0,-316,12,-2,-2,-2,9,59,14,8,,,37,-8,,15,,30,9,,,-8,194,14,3,18,-3,24,-1,,-5,16,27,8,-6,27,1,3,-5
003950_6..S01X004::1404792000.0,-335,-12,0,-35,-2,10,12,20,1,-13,-19,18,-7,-25,-79,-11,0,-4,6,-14,-5,22,-2,9,-27,-6,20,-10,-21,-9,5,-13,31,-6,19,4,-23,-2
005950_6..S01X004::1404792000.0,-334,-3,19,5,0,-79,-31,-27,10,14,-19,26,3,-30,11,-18,10,18,9,-15,1,-7,5,-23,4,3,-7,3,6,-2,5,19,62,-2,70,8,1,-2
007950_6..S01X004::1404792000.0,-334,16,6,8,10,7,15,-2,-7,2,-19,39,16,-52,19,9,17,14,7,-22,-4,10,-28,1,8,8,15,74,3,-10,3,18,25,12,42,17,5,5
009950_6..S01X004::1404792000.0,-338,11,-11,4,-1,7,5,12,15,-7,11,35,-8,-28,4,10,0,-18,-13,-12,-15,6,18,-19,7,-5,7,14,-30,4,17,13,53,4,-1,14,4,7
011950_6..S01X004::1404792000.0,-316,-37,11,12,6,-9,8,10,6,-5,11,20,214,-20,14,4,14,15,17,-13,7,21,-1,12,-10,2,-4,9,7,2,32,-28,48,3,24,11,-12,6
013950_6..S01X004::1404792000.0,-322,6,-68,-28,-5,-2,6,4,19,-2,11,34,11,-22,14,11,-11,-14,18,-10,12,28,-3,11,10,-5,-3,-11,17,4,6,-8,20,1,31,11,14,5
015950_6..S01X004::1404792000.0,-315,57,16,-6,-7,-73,11,-81,-6,-8,-19,34,1,-26,10,-5,-30,-2,12,-16,7,46,20,-38,0,21,-3,-4,-9,13,2,8,31,-2,8,3,-5,-6
017950_6..S01X004::1404792000.0,-312,10,-8,-13,-16,2,15,6,-2,-13,-49,35,-18,-23,9,-9,-10,7,-7,-28,-12,29,-1,1,2,28,3,-7,-19,-6,12,13,25,2,18,6,1,-3
019950_6..S01X004::1404792000.0,-327,-4,3,9,5,18,6,-8,8,2,11,26,1,-17,-72,14,1,-4,19,-32,-37,11,23,-7,-23,13,4,-11,-3,-14,15,-9,-3,5,14,-16,11,8
021950_6..S01X004::1404792000.0,-329,1,13,14,12,7,17,11,16,-12,-19,26,15,-27,19,-60,-19,-13,15,-12,10,-2,4,-16,10,5,1,-4,9,7,11,-5,27,5,64,16,11,7
023950_6..S01X004::1404792000.0,-265,71,11,-5,2,21,6,21,2,20,41,54,-16,-14,19,18,,15,-12,-19,-3,-4,10,-3,2,3,18,9,0,7,-23,7,32,7,16,1,21,11
025500_6..S01X004::1404792000.0,14,2,24,-4,5,-55,9,2,5,-19,11,23,6,-31,-3,0,-15,2,26,0,10,-19,-1,-104,-10,2,25,1,12,17,-24,3,30,-5,16,-31,-7,-8
027000_6..S01X004::1404792000.0,,,,,,,,,,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,
028200_6..S01X004::1404792000.0,-9,-3,13,-4,-6,16,22,5,9,-14,161,24,-2,-5,2,-3,2,11,-26,-34,6,-4,1,6,2,-7,14,-1,14,-3,-22,13,9,-16,23,15,0,-26
029400_6..S01X004::1404792000.0,6,-2,9,-7,-8,8,25,-12,-10,-6,11,41,-9,-27,18,59,-3,-3,-16,-19,5,-6,19,-4,10,19,8,10,-11,17,-9,-64,18,6,46,-14,14,10
030550_6..S01X004::1404792000.0,9,4,-14,10,8,5,14,-14,-7,21,-19,8,-14,-30,-2,105,-11,0,10,-22,12,18,2,-9,13,7,15,7,-21,7,-10,-3,17,-9,15,1,-15,12
027850_6..S01X004::1404792000.0,9,9,-4,21,-9,17,27,3,-6,2,,29,-2,-26,8,20,0,12,10,-141,-10,3,14,5,2,19,24,17,3,-4,12,11,23,-61,-10,-3,25,-13
031400_6..S01X004::1404792000.0,0,-10,0,9,3,-2,18,-4,-6,-2,-19,9,2,-16,6,7,6,5,-3,-23,-3,-14,21,0,17,-3,12,-21,3,-10,-2,16,78,-11,14,-2,4,23
032200_6..S01X004::1404792000.0,17,11,-2,10,7,-8,-1,17,-3,10,41,33,6,-33,-4,73,-18,-5,37,-16,-6,6,5,-79,-3,4,6,4,18,12,-12,10,14,14,-15,-6,-2,-10
033000_6..S01X004::1404792000.0,,,,-31,-53,18,19,-4,-35,24,-19,,14,-29,,,234,-6,8,-19,,12,-3,-12,,16,8,,0,5,3,,,8,30,14,,4
033800_6..S01X004::1404792000.0,2,14,3,-8,-2,12,17,15,-38,-4,11,32,-8,-54,7,21,20,17,4,-10,-3,3,-13,7,-11,1,19,32,6,-5,-10,-4,45,-13,23,-3,9,-9
034400_6..S01X004::1404792000.0,3,-37,19,20,20,-7,10,9,-4,-20,-19,51,3,-23,28,113,7,16,-48,-117,11,12,1,12,15,23,6,2,-7,2,13,-4,29,4,30,12,14,-6
035000_6..S01X004::1404792000.0,4,-10,11,22,-8,17,26,7,15,-2,-19,15,0,-16,12,53,1,13,-32,-27,0,2,24,10,14,23,8,2,-3,3,8,-2,29,11,98,-12,12,10
035650_6..S01X004::1404792000.0,7,11,14,-4,-1,0,28,-3,4,9,-19,67,12,-15,22,29,17,8,-1,-38,-1,19,18,5,15,7,15,18,-7,-8,-2,-2,38,-11,139,2,16,-6
037100_6..S03R::1404792000.0,-2,14,-6,8,2,14,30,-5,-6,,,15,-1,,17,11,159,-1,,,-12,0,-1,-2,-8,19,-19,10,,-13,1,8,23,18,22,-5,2,13
037100_6..S02R::1404792000.0,,,,,,-37,33,,,11,11,,-25,-29,,,,,7,-37,,25,12,,,,11,,-9,,,,,,38,,,
038000_6..S03R::1404792000.0,-20,-13,8,5,0,-11,28,4,-7,,,48,5,,28,11,9,2,,,-1,2,2,0,12,2,-19,13,,-11,6,-5,14,9,132,16,-14,8
038000_6..S02R::1404792000.0,-1,6,-7,-8,-9,-12,26,,,-6,-19,27,3,-24,-75,-5,7,,13,-31,21,3,24,,-12,28,4,-7,3,,,-11,27,,19,,-23,
038800_6..S02R::1404792000.0,-1,15,7,-4,0,-3,16,,,27,-19,32,6,-30,6,31,10,,13,-22,-41,20,96,,3,-3,-12,3,-14,,,10,15,,65,,14,
038900_6..S03R::1404792000.0,-5,13,-1,8,19,9,27,15,-4,,,4,12,,2,10,14,10,,,21,-3,-7,4,3,28,-19,7,,19,-4,16,-19,5,7,8,4,-2
039500_6..S02R::1404792000.0,27,27,0,-6,23,5,-19,,,10,41,42,6,-13,10,18,92,,1,-97,14,-4,25,,-5,1,28,27,10,,,6,51,,32,,14,
039650_6..S03R::1404792000.0,,20,16,20,9,4,18,6,3,,,38,10,,,-19,5,4,,,4,1,33,14,23,36,-19,22,,-6,-5,,72,-6,39,-6,,12
040000_6..S02R::1404792000.0,,,,,,,,,,18,161,,,-23,,,,,3,-19,,,28,,,,22,,24,,,,,,-92,,,
040800_6..S02R::1404792000.0,-4,-3,15,-2,4,14,36,,,14,41,-5,-4,-22,22,-2,19,,4,-21,8,-32,25,,-26,16,18,18,2,,,-11,38,,38,,5,
033000_6..S::1404792000.0,10,-1,-9,,,,,,,,,24,,,20,36,,,,,12,,,,-2,,,,,,,9,31,,,,-6,
040850_6..S03R::1404792000.0,14,5,-2,-31,-83,15,19,17,5,,,30,19,,-3,33,18,-9,,,17,-21,16,15,0,22,-19,14,,2,-6,-23,45,6,227,11,-6,0
041400_6..S02R::1404792000.0,-6,-2,-36,20,0,7,131,,,12,11,24,10,-5,15,17,5,,2,-27,16,9,9,,-13,15,27,32,-16,,,29,13,,22,,13,
041600_6..S03R::1404792000.0,10,14,6,3,15,1,35,15,14,,,32,16,,19,23,12,13,,,-1,22,7,8,4,-3,-19,15,,0,-5,-8,22,9,17,-11,-17,15
041900_6..S02R::1404792000.0,,,50,33,176,21,25,,,27,11,,-4,-30,,20,-3,,28,-5,311,11,15,,,8,-14,21,18,,,,29,,35,,,
042650_6..S02R::1404792000.0,,,401,33,56,-14,19,,,15,-49,,-17,-33,,18,28,,-21,-36,-45,-4,138,,,8,1,74,0,,,,48,,211,,,
042750_6..S03R::1404792000.0,,,,,,,37,-2,16,,,,,,,,,21,,,,-26,-13,25,,,11,,,25,20,,,32,60,-4,,6
043400_6..S02R::1404792000.0,16,11,24,26,7,-9,-8,,,3,-49,49,1,-18,27,27,6,,113,-25,,10,27,,7,19,27,21,-1,,,6,15,,19,,2,
043500_6..S03R::1404792000.0,6,-3,-8,2,19,-9,22,14,12,,,50,-1,,39,8,24,22,,,12,13,11,12,-9,30,101,5,,27,1,23,28,-3,41,5,-3,21
037100_6..S::1404792000.0,3,,,14,17,,,,,,,32,,,-7,12,8,,,,,,,,2,22,,3,,,,-12,311,,,,7,
043950_6..S02R::1404792000.0,205,13,12,7,15,-5,-7,,,2,101,35,-3,-13,14,96,20,,0,4,2,17,-32,,42,28,24,34,-16,,,-4,-60,,10,,8,
044200_6..S03R::1404792000.0,,,,,,341,46,16,-3,,,,,,,,,-2,,,,13,17,-6,,,131,,,-3,-48,,,-16,18,-10,,6
044250_6..S02R::1404792000.0,89,-1,-18,12,28,22,32,,,10,71,50,-5,-15,36,-71,23,,20,-20,25,9,13,,6,3,46,3,8,,,17,26,,29,,172,
044900_6..S02R::1404792000.0,93,32,23,4,13,3,40,,,5,11,35,8,-77,26,57,8,,-4,-27,8,2,49,,-2,13,-27,6,4,,,19,27,,30,,35,
045050_6..S03R::1404792000.0,16,4,17,-117,10,-2,55,2,6,,,22,6,,22,9,10,-18,,,-8,26,-11,-17,12,-5,11,1,,13,5,-3,4,-16,109,-3,105,-8
045450_6..S02R::1404792000.0,61,12,22,37,36,19,60,,,11,11,52,22,,13,34,39,,-26,-110,5,-31,26,,22,-1,14,53,25,,,23,67,,34,,20,
045650_6..S03R::1404792000.0,23,16,16,-1,12,-5,13,12,4,,,36,10,,43,83,-22,-1,,,4,14,13,-8,8,21,-19,5,,10,20,120,91,1,69,-1,33,-52
040000_6..S::1404792000.0,7,-4,-8,21,9,,401,,,,,17,,,16,12,,,,,11,,,,18,0,,-1,,,,24,34,,311,,35,
045850_6..S02R::1404792000.0,94,-5,0,23,27,-2,18,,,3,-19,58,-4,-19,6,20,7,,27,-96,-17,-10,13,,-3,8,10,36,-22,,,7,34,,-29,,14,
046150_6..S03R::1404792000.0,28,17,-3,1,-2,-6,-24,7,-12,,,30,-1,,19,12,4,13,,,14,21,0,11,-2,1,-19,23,,0,9,2,13,6,107,-17,12,10
046200_6..S02R::1404792000.0,34,6,9,15,12,-36,-13,,,21,-49,42,1,-27,8,29,11,,8,-22,-70,18,12,,13,13,54,32,-7,,,22,36,,40,,94,
046550_6..S02R::1404792000.0,12,25,-35,27,26,13,34,,,-6,-19,46,19,-22,30,41,13,,-9,-15,19,0,23,,18,13,6,-20,-14,,,-3,33,,67,,19,
046950_6..S03R::1404792000.0,52,0,6,49,25,-7,25,30,12,,,57,4,,33,29,4,-8,,,-9,19,-9,13,12,9,-49,13,,,3,18,34,9,80,15,37,6
047250_6..S02R::1404792000.0,46,19,27,13,37,-1,137,,,4,-19,45,2,-15,4,30,22,,2,-9,8,23,140,,16,21,-1,5,-10,,,0,45,,-2,,44,
047500_6..S03R::1404792000.0,8,23,27,62,9,15,35,10,-4,,,57,17,,-69,43,8,-2,,,17,13,23,11,25,5,131,61,,-2,-14,24,74,7,39,14,-1,-3
047650_6..S02R::1404792000.0,11,-1,0,18,2,6,16,,,15,-19,1,7,-29,8,30,23,,-15,-34,39,-2,45,,12,9,16,20,5,,,43,38,,90,,4,
039650_6..S::1404792000.0,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,371,,,,,,
048000_6..S02R::1404792000.0,-36,-2,7,21,2,-15,21,,,8,41,30,18,-8,2,12,29,,-28,-7,-3,7,20,,-49,12,13,64,-36,,,-27,48,,-25,,14,
048350_6..S03R::1404792000.0,9,32,22,30,26,4,42,23,-13,,,42,6,,9,16,21,7,,,6,24,2,1,5,12,-139,50,,19,2,8,32,0,33,6,-2,17
048350_6..S02R::1404792000.0,47,41,3,20,7,10,44,,,-22,-19,33,15,-10,21,48,12,,2,-32,13,0,45,,27,15,30,10,1,,,-3,28,,22,,10,
048800_6..S08R::1404792000.0,85,21,11,16,45,1,35,,,37,-19,23,8,-11,39,43,30,,29,-17,23,23,37,,-7,37,15,23,18,,,5,16,,-11,,17,
042750_6..S::1404792000.0,18,,,26,22,,,,,,,39,,,8,29,20,,,,,341,,,-2,40,,26,,,,31,62,,,,3,
049100_6..S03R::1404792000.0,46,-11,10,26,12,26,-16,10,-1,,,49,-2,,24,47,29,-7,,,-8,14,24,12,-72,37,-19,10,,0,25,13,57,-5,21,1,23,16
049300_6..S08R::1404792000.0,59,26,-4,22,5,7,29,,,30,11,33,8,-9,67,30,8,,-4,-17,6,37,26,,19,17,31,28,-1,,,16,41,,50,,39,
049550_6..S03R::1404792000.0,59,-41,-38,11,24,-3,34,-9,-9,,,44,4,,9,8,0,-11,,,15,30,22,3,10,13,41,14,,-8,-2,21,32,-12,39,-5,29,16
050000_6..S03R::1404792000.0,71,2,-7,23,7,-4,23,6,,,,22,-2,,7,149,20,-38,,,12,-3,-336,-11,-10,33,114,28,,-20,13,32,78,,90,,28,
050000_6..S08R::1404792000.0,,,,,,5,67,,,13,41,,-12,-24,,,,,17,-25,,17,41,,,,19,,-15,,,,,,32,,,
041900_6..S::1404792000.0,,9,,,,,,,,,,86,,,-1,,,,,,341,,,,,,,,,,,45,,,,,,
044200_6..S::1404792000.0,71,-9,-4,12,-3,,,,,,,32,,,28,20,22,,,,13,,,,12,10,,-27,,,,14,33,,,,23,
050550_6..S08R::1404792000.0,15,22,11,25,40,-9,47,,,-6,41,62,32,1,6,27,129,,0,20,0,-6,7,,3,14,1,26,-14,,,12,51,,27,,13,
050750_6..S03R::1404792000.0,27,10,23,53,44,21,72,15,8,,,51,6,,16,70,33,-7,,,-1,26,-12,-12,35,61,-19,44,,8,-1,20,85,6,151,-24,20,-3
042650_6..S::1404792000.0,,6,,,,,,,,,,26,,,0,,,,,,26,,,,,,,,,,,10,,,,,,
051500_6..S08R::1404792000.0,19,39,4,27,28,-7,42,,,23,-19,28,1,-4,26,12,21,,5,-20,1,13,24,,12,35,17,17,-1,,,18,-2,,10,,31,
051650_6..S03R::1404792000.0,-2,20,-26,10,26,-11,15,-8,-3,,,41,-7,,25,14,11,-1,,,-5,11,8,-10,-1,35,41,21,,8,5,8,40,-4,-1,6,-11,-8
052000_6..S06R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,,,
052200_6..S08R::1404792000.0,,,,,,,,,,,-319,,,,,,,,,,,,,,,,,,,,,,,,,,,
052400_6..S03R::1404792000.0,4,24,-4,23,230,21,13,23,18,,,40,21,,101,29,12,-12,,,11,10,20,13,7,41,11,39,,1,-2,9,35,-8,-12,-2,-38,15
053100_6..S06R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,
053200_6..S02R::1404792000.0,14,68,117,7,14,-6,20,,,19,11,-19,8,-12,7,27,0,,-30,-15,105,14,7,,,7,63,4,-28,,,10,77,,-13,,-6,
053500_6..S03R::1404792000.0,63,,-72,42,42,15,40,28,1,,,82,19,,13,52,38,-8,,,-52,15,9,13,69,58,-19,64,,28,10,108,59,-12,31,26,74,-23
054000_6..S02R::1404792000.0,11,15,7,77,21,5,10,,,13,11,34,-18,-11,19,55,15,,17,-101,45,3,32,,-50,-6,23,38,8,,,,-81,,-38,,,
054300_6..S03R::1404792000.0,,40,,63,3,16,38,-6,-36,,,68,7,,22,106,18,-11,,,15,24,26,14,29,24,56,119,,-5,-3,-62,47,2,18,-35,,-12
054850_6..S06R::1404792000.0,,,,,,,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,,,
055050_6..S08R::1404792000.0,18,5,7,21,98,,26,,,36,11,-82,2,18,-3,-66,66,,-5,-16,-4,19,23,,,105,25,,0,,,,36,,29,,18,
055200_6..S03R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,521,,-35,,-44
056150_6..S02X001::1404792000.0,,15,18,13,,20,4,,,24,11,641,13,8,,20,27,,24,-1,17,24,35,,,,18,48,1,,,,20,,51,,,
056400_6..S03X001::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,
056400_6..S07X001::1404792000.0,31,17,1,11,24,-81,36,,60,-8,71,37,,11,20,36,,,15,48,20,1,71,,-1,4,26,-16,23,,,6,32,14,72,16,12,34
050000_6..S::1404792000.0,,26,45,,,,,,,,,731,431,,17,56,17,,,,32,,,,,131,,82,,,,26,75,,,,,
057250_6..S07X001::1404792000.0,-118,15,10,5,5,-10,18,,6,-5,161,17,-54,53,4,17,3,,62,2,8,-20,14,,-9,-10,93,16,-8,,,4,14,34,6,-24,21,
057600_6..S03X001::1404792000.0,20,9,9,10,-115,-17,-175,4,70,,,60,19,,22,33,-19,13,,,-2,12,0,6,18,18,112,41,,-10,,26,43,73,13,45,4,96
057700_6..S06R::1404792000.0,23,,-35,1,,68,87,,,,,,83,,-34,7,28,,,,,83,,,15,-89,,24,,,,24,57,,14,,5,
058050_6..S07X001::1404792000.0,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
058450_6..S03X001::1404792000.0,-103,-2,-7,14,-8,4,-10,4,,,,48,10,,-57,12,-72,-24,,,12,-1,21,-32,7,-2,101,0,,,16,17,46,75,,50,-2,12
058500_6..S07X001::1404792000.0,,,,,,,,,,,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,
059200_6..S03X001::1404792000.0,-68,10,30,21,16,-1,233,-8,7,,,56,5,,-6,36,6,1,,,2,79,-71,-1,16,42,84,34,,-11,-7,23,76,-15,-57,-5,1,-9
059300_6..S07X001::1404792000.0,,,,,,,,,,,3641,,,,,,,,,,,,,,,,,,,,,,,,,,,
055650_6..S06R::1404792000.0,0,87,87,16,27,10,25,,,,,90,19,,15,45,41,,,,91,20,,,-28,8,,34,,,,,6,,,,14,
059700_6..S03X001::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,
055900_6..S03R::1404792000.0,,16,,11,18,39,97,0,23,,,34,-29,,9,3,,-2,,,,87,12,27,-19,31,,22,,14,13,1,,,137,,-14,-9
060100_6..S07X001::1404792000.0,-4,6,7,12,24,-3,16,,-25,29,-49,27,5,-35,-6,40,-24,,-16,,22,13,81,,18,12,1,17,,,,-1,46,,31,1,11,-31
060500_6..S03X001::1404792000.0,,,,,,,,,13,,,,,,,,,,,,,,-6,,,,63,,,,,,,-11,,-82,,-2
060900_6..S01R::1404792000.0,9,22,18,5,13,26,29,-19,10,19,191,38,-2,-24,-17,27,21,9,24,-119,-22,12,4,32,18,29,22,30,-7,66,33,0,24,13,35,-12,4,6
061700_6..S01R::1404792000.0,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,
