,604N,608N,614N,613N,621N,625N,631N,632N,636N,640N,630N,638N,603N,624N,635N,639N,619N,637N,607N,623N,602N,634N,629N,601N,606N,618N,622N,633N,617N,612N,616N,626N,611N,615N,610N,609N,628N,627N
092600_6..N02R::1404705600.0,-8,180,,36,68,7,51,37,15,-19,18,-3,20,4,40,-6,9,13,-5,11,-37,2,34,45,-19,,19,52,,,,26,,,,,17,13
093000_6..N03R::1404705600.0,,2,-11,6,14,8,83,9,1,11,20,-5,,-2,61,17,13,-8,,9,,2,14,,,10,20,24,-5,7,3,8,-28,-7,-41,2,12,15
093400_6..N02R::1404705600.0,-15,15,,-11,29,16,41,19,5,-19,11,46,15,-4,30,12,12,-2,-16,6,3,12,36,65,-20,,12,4,,,,28,,,,,10,9
093800_6..N03R::1404705600.0,,-7,-11,335,6,-4,55,-8,18,11,14,-10,,-6,0,10,47,-18,,7,,3,7,,,-23,-12,-4,-4,16,-34,-7,-15,-70,10,-65,0,1
094150_6..N02R::1404705600.0,6,24,,239,28,22,28,0,19,-19,5,0,10,18,25,-37,2,16,-20,-8,,-9,37,58,-29,,6,10,,,,-1,,,,,16,10
094500_6..N03R::1404705600.0,,6,7,20,-76,-2,25,30,17,-19,8,-12,,-50,83,12,8,9,,-36,,-9,5,,,3,5,10,260,-6,-25,-28,-12,18,-34,-25,27,22
094850_6..N02R::1404705600.0,14,30,,26,22,14,30,3,2,11,4,17,12,9,34,10,8,3,13,167,-69,-3,23,68,-22,,16,16,,,,34,,,,,130,-9
095500_6..N03R::1404705600.0,,,,,,,,,,41,,,,,,-24,,,,,,,,,,,,,,,,,,,,,,
095750_6..N02R::1404705600.0,,,,,,,,,48,24,,6,,,80,15,,42,,,,,,,,,,,,,,,,,,,,
096000_6..N03R::1404705600.0,,18,4,19,18,14,36,12,11,36,9,8,,-26,2,-9,0,0,,11,,13,119,,,-5,27,-2,10,3,-11,-12,1,7,-4,7,-2,-34
096400_6..N02R::1404705600.0,,,,,,-88,29,9,79,42,34,-21,,,7,-6,,4,,,,-16,15,,,,,429,,,,22,,,,,20,31
096800_6..N03R::1404705600.0,,7,-12,32,26,35,26,18,271,111,-14,-3,,8,26,26,6,13,,10,,27,2,,,2,14,20,-9,10,16,22,4,-1,-5,-1,40,24
097200_6..N02R::1404705600.0,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
097550_6..N03R::1404705600.0,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
097950_6..N02R::1404705600.0,,,,,,,,,,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098350_6..N03R::1404705600.0,,,,,,,,,,-979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098750_6..N02R::1404705600.0,,,,,,,,,,5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
099150_6..N03R::1404705600.0,,,,,,,,,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
095500_6..N::1404705600.0,,2,12,16,28,25,41,32,,,13,,,5,38,251,-4,,,35,,-2,25,,,23,29,36,-3,6,-54,24,23,4,4,5,23,33
099550_6..N02R::1404705600.0,-2,73,,20,10,-2,33,23,6,-109,3,12,1,-8,35,12,101,4,16,-57,-22,9,-1,56,,,13,2,,,,-3,,,,,-2,4
099950_6..N03R::1404705600.0,,-8,-13,2,28,-3,17,10,3,0,-17,5,,20,13,-12,22,20,,-3,,6,11,,,-11,7,148,5,-11,9,22,19,-9,12,21,5,11
100300_6..N02R::1404705600.0,4,7,,-28,15,-1,17,8,32,28,23,2,4,23,29,1,-5,20,15,-6,-14,-1,17,39,-6,,2,15,,,,2,,,,,10,13
091800_6..N::1404705600.0,31,581,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,
095750_6..N::1404705600.0,15,50,,21,25,16,24,,,,27,,-25,11,521,,7,,5,16,-79,,6,49,-12,,-28,,,,,27,,,,,28,15
100650_6..N03R::1404705600.0,,,,,,16,25,9,54,28,12,13,,,15,10,,0,,,,13,24,,,,,21,,,,38,,,,,11,31
100950_6..N02R::1404705600.0,-7,41,,16,7,18,33,5,10,31,7,17,22,1,53,6,13,9,7,34,-8,9,-2,57,,,25,26,,,,15,,,,,22,9
101200_6..N03R::1404705600.0,,-66,-11,7,29,-3,34,7,14,27,4,20,,15,47,26,21,10,,5,,-1,32,,,-15,6,17,2,17,6,22,-14,-7,7,14,5,0
101500_6..N02R::1404705600.0,13,179,,16,24,5,34,39,-7,47,20,-15,18,-27,38,-74,7,13,30,12,-26,12,8,74,-18,,-3,118,,,,15,,,,,5,1
101750_6..N03R::1404705600.0,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098500_6..N02R::1404705600.0,-13,1,,22,22,8,29,8,0,,15,22,15,5,37,41,-4,4,1,11,-13,-24,11,59,-24,,22,22,,,,8,,,,,22,21
098850_6..N03R::1404705600.0,,-58,-14,-4,29,-11,55,32,11,-49,10,-4,,-12,41,22,21,14,,-1,,-27,32,,,8,14,-10,-37,12,-2,-4,8,-14,2,-18,16,9
102050_6..N02R::1404705600.0,,,,,,,,,,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102300_6..N02R::1404705600.0,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
099250_6..N02R::1404705600.0,2,15,,58,11,4,35,13,20,,6,1,32,2,26,-7,137,24,2,-16,-26,0,7,56,-11,,24,-8,,,,10,,,,,-4,23
099600_6..N03R::1404705600.0,,12,-4,10,21,16,42,18,3,-19,23,6,,-10,39,0,46,2,,0,,2,16,,,2,-10,-7,-11,-10,-14,-11,12,4,0,-26,6,-1
102500_6..N03R::1404705600.0,,,,,,,,,,101,,,,,,41,,,,,,,,,,,,,,,,,,,,,,
102750_6..N02R::1404705600.0,-7,6,,26,25,9,60,22,15,11,30,30,17,7,27,-1,24,36,-2,10,-10,9,55,49,-18,,9,13,,,,26,,,,,17,-6
099700_6..N02R::1404705600.0,-1,11,,47,12,21,23,-4,6,41,9,15,29,1,37,8,-6,3,36,13,-10,10,8,40,-10,,29,4,,,,-1,,,,,8,-22
103050_6..N02R::1404705600.0,5,5,,12,19,11,27,33,15,-19,2,16,16,-7,24,2,-5,75,16,22,-28,-10,18,63,-24,,,10,,,,8,,,,,-9,-3
103300_6..N03R::1404705600.0,,,,,,,,,,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096400_6..N::1404705600.0,1,30,,9,8,911,,,,,,,-4,,,,9,,-21,,-18,,,22,-17,,,,,,,,,,,,,
103600_6..N02R::1404705600.0,13,198,,10,55,6,33,8,-3,11,-26,20,17,-10,93,17,0,4,20,26,-29,9,-1,41,-21,,24,21,,,,1,,,,,17,24
103900_6..N02R::1404705600.0,12,3,,25,30,1,25,31,0,-49,22,2,-15,16,26,-3,2,133,22,-7,-37,-6,30,53,-14,,7,10,,,,16,,,,,104,5
104200_6..N03R::1404705600.0,,,,,,-24,41,40,38,19,52,28,,,51,11,,32,,,,6,52,,,,,5,,,,3,,,,,39,41
104500_6..N02R::1404705600.0,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104800_6..N03R::1404705600.0,,,,,,,,,,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105100_6..N02R::1404705600.0,0,0,,4,17,30,19,32,22,-169,33,13,-24,9,30,2,15,32,2,29,-12,-11,41,58,-12,,30,1,,,,10,,,,,-18,18
105400_6..N03R::1404705600.0,,-2,21,26,20,9,64,-2,25,-19,22,3,,17,27,2,11,23,,11,,-50,-10,,,4,8,8,17,1,14,28,-4,-5,11,10,12,28
105700_6..N02R::1404705600.0,12,14,,1,11,18,25,25,-36,11,31,6,15,-7,34,3,9,-4,4,21,-37,16,13,53,-24,,21,4,,,,22,,,,,12,4
101750_6..N::1404705600.0,,,,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,,,,,,,
102500_6..N::1404705600.0,,-67,-6,51,53,19,53,23,,,35,,,25,31,71,-105,,,14,,15,34,,,-6,17,22,4,-1,-8,35,-5,4,12,14,66,6
106000_6..N03R::1404705600.0,,-47,12,10,31,0,17,10,34,-49,24,-11,,17,55,21,-18,15,,37,,-1,16,,,8,27,17,22,1,-7,-9,13,2,-7,122,-16,51
106300_6..N02R::1404705600.0,8,59,,16,19,18,28,13,-5,-49,25,15,8,15,26,8,-9,-9,2,7,-16,18,16,67,-14,,7,-66,,,,-7,,,,,3,7
043300_6..N03R::1404705600.0,,,,,,,,,,-50449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043350_6..N03R::1404705600.0,,20895,-12,145,4,19,21,46,1,-50419,-1,10,,8,31,-4,219,-6,,7,,1,0,,,-11,10,7,6,7,9,19,6,-2,-2,4,1,11
106600_6..N03R::1404705600.0,,21,17,19,28,4,10,29,-25,-79,25,6,,-3,38,-1,64,21,,2,,6,15,,,-3,9,14,-18,-1,9,12,-6,-6,16,5,2,30
100650_6..N::1404705600.0,,3,9,24,15,311,,,,,,,,,,,0,,,,,,,,,-55,,,5,-10,-1,,13,15,-5,-6,,
106900_6..N02R::1404705600.0,-7,124,,40,36,20,41,3,11,38,27,-11,21,13,64,11,25,24,26,-6,-32,-1,16,40,-27,,11,11,,,,-4,,,,,3,25
107200_6..N03R::1404705600.0,,-8,-11,35,25,15,40,18,22,48,12,4,,6,37,1,14,-5,,-9,,23,11,,,10,1,5,-4,-1,0,20,-6,-10,12,29,-1,8
107500_6..N02R::1404705600.0,,,,,,,,,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107800_6..N03R::1404705600.0,,9,19,0,27,-3,25,27,-3,11,19,10,,7,35,-18,19,-5,,17,,2,5,,,12,-1,17,-9,8,15,5,1,-2,12,29,-2,24
108100_6..N02R::1404705600.0,11,192,,49,-1,-1,3,6,28,11,9,18,11,-12,23,12,-3,0,3,3,-71,20,24,48,-27,,13,23,,,,1,,,,,17,17
105250_6..N02R::1404705600.0,-9,-4,,18,68,-4,48,76,-10,-109,100,-64,-6,7,28,15,5,19,14,41,-19,-1,16,64,-25,,-8,12,,,,15,,,,,-11,11
108400_6..N03R::1404705600.0,,23,-8,6,13,0,32,-9,-7,-19,5,0,,-3,29,-9,103,-5,,8,,-4,0,,,5,-6,9,-4,-4,8,10,-5,-3,-42,37,-5,-6
108750_6..N02R::1404705600.0,9,76,,29,32,13,37,14,-3,-79,29,-8,-1,-3,63,-13,-18,10,12,6,-16,19,38,67,-28,,18,3,,,,27,,,,,28,18
109050_6..N03R::1404705600.0,,30,12,32,4,16,49,25,-1,-19,10,4,,9,31,-1,130,-6,,21,,13,23,,,3,-4,4,14,7,-5,4,3,-44,-3,6,16,21
109700_6..N03R::1404705600.0,,20,-1,18,-3,20,43,14,-2,11,26,1,,-8,38,-7,137,-7,,7,,6,16,,,10,-5,-3,-7,3,7,-4,3,-2,-1,10,8,7
106700_6..N03R::1404705600.0,,3,14,21,20,-4,30,18,7,67,29,6,,-1,75,5,12,22,,7,,19,16,,,3,-7,-26,19,0,9,8,-2,-11,19,65,1,28
110050_6..N02R::1404705600.0,236,-156,,49,32,4,49,9,20,11,22,-22,14,-3,52,20,38,20,25,7,-18,6,37,68,-21,,16,19,,,,16,,,,,18,-21
107100_6..N02R::1404705600.0,2,152,,8,12,1,10,-12,43,5,0,20,7,-3,49,16,6,4,8,-17,,2,28,64,-26,,-2,-4,,,,11,,,,,16,-1
110400_6..N03R::1404705600.0,,-57,11,21,1,0,14,11,6,11,1,19,,-6,42,12,62,6,,7,,-2,23,,,-3,11,-14,14,-4,6,13,-9,-8,8,-14,-8,-4
110750_6..N02R::1404705600.0,,,,,,,,,,-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104200_6..N::1404705600.0,,9,-6,32,45,491,,,,,,,,,,,30,,,,,,,,,3,,,8,-37,2,,10,11,25,17,,
111150_6..N03R::1404705600.0,,20,-12,16,21,2,2,-3,17,-79,39,3,,0,22,-7,60,20,,-17,,19,42,,,5,6,22,-3,4,3,17,-27,-10,-2,11,-4,14
111550_6..N02R::1404705600.0,14,125,,-6,18,3,28,21,-1,-19,-33,7,15,25,-14,-5,15,-5,18,-3,-11,11,15,49,-20,,7,0,,,,15,,,,,12,4
109350_6..N02R::1404705600.0,-9,63,,19,11,-9,37,26,2,-19,30,-27,24,18,13,-10,194,-4,22,-6,-28,13,20,53,-25,,15,3,,,,-10,,,,,9,11
111950_6..N01R::1404705600.0,-7,18,11,-4,11,13,21,23,-12,-19,3,4,-2,15,27,-4,171,15,6,-1,-26,13,28,30,-17,-23,19,1,-4,-7,-6,15,-10,11,10,21,22,25
112350_6..N02R::1404705600.0,105,-133,,23,18,-2,43,8,12,-19,15,13,-2,-6,-2,-1,200,8,1,6,-15,-76,13,57,-24,,21,13,,,,4,,,,,9,16
112750_6..N03R::1404705600.0,,5,-8,11,-1,10,49,23,-84,-49,15,7,,10,52,0,111,-2,,-8,,9,31,,,-17,-25,1,2,-8,8,-14,-16,-7,14,-8,14,1
113200_6..N02R::1404705600.0,,,,,,,,,,-979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113600_6..N01R::1404705600.0,,,,,,,,,,-1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114000_6..N02R::1404705600.0,,,,,,,,,,-1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111350_6..N02R::1404705600.0,14,80,,71,6,18,34,-27,-6,-19,6,8,12,16,61,1,-3,24,32,-4,-24,-37,-8,41,-16,,36,14,,,,26,,,,,10,21
114400_6..N03R::1404705600.0,,,,,,,,,,-1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114800_6..N02R::1404705600.0,48,-68,,28,16,13,58,25,7,11,24,11,33,3,2,8,-22,4,39,11,-31,-4,11,55,0,,0,20,,,,26,,,,,29,21
113250_6..N02R::1404705600.0,6,19,,45,36,8,28,36,31,-79,-7,17,-3,5,53,51,26,-1,24,11,-15,8,29,65,,,18,21,,,,-8,,,,,32,-7
113750_6..N01R::1404705600.0,-5,103,-4,31,3,18,11,23,20,-19,28,1,26,15,20,-7,80,20,28,-3,-33,15,18,58,5,8,11,3,22,-13,16,23,15,1,4,9,10,9
114250_6..N02R::1404705600.0,227,-141,,16,27,22,1,21,5,-19,-14,17,5,13,38,10,125,2,23,-11,-20,9,10,73,-17,,0,0,,,,-6,,,,,-3,2
115200_6..N03R::1404705600.0,,9,4,22,-5,-3,19,31,19,-19,6,14,,-3,18,-1,4,-20,,-27,,14,7,,,1,-1,6,-12,1,-9,35,0,7,-8,2,0,24
115600_6..N01R::1404705600.0,7,147,10,-4,-7,11,12,19,12,-49,12,9,36,-1,28,-3,219,-27,14,11,-28,6,11,60,-25,5,-1,-2,-7,-10,-3,13,21,14,7,-16,12,18
116000_6..N02R::1404705600.0,8,-17,,24,8,5,35,16,23,-49,11,-4,-26,4,31,-10,10,19,21,-20,-12,3,27,45,,,-9,-7,,,,9,,,,,19,21
116450_6..N01R::1404705600.0,,,,,,,,,,-559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116950_6..N02R::1404705600.0,11,-24,,-24,13,2,12,14,-3,-19,15,6,11,-2,38,0,-6,-8,17,10,-14,5,-20,51,-23,,24,-10,,,,6,,,,,5,131
117450_6..N01R::1404705600.0,15,9,-1,19,31,-2,28,27,18,-21,14,21,3,6,43,20,20,3,22,-27,-25,18,48,65,-19,-33,-8,18,-22,12,12,29,-3,18,13,12,39,41
117950_6..N02R::1404705600.0,0,-3,,13,1,-6,13,21,12,-19,-5,8,4,-53,27,1,6,-28,7,-19,-71,-5,9,49,-15,,8,14,,,,19,,,,,12,9
118450_6..N01R::1404705600.0,-2,167,-4,19,31,2,20,13,18,-19,10,16,6,-52,60,2,-2,5,0,19,-15,10,-2,49,-6,-3,22,2,14,21,14,16,-4,0,17,-13,-1,-1
116400_6..N03R::1404705600.0,,-35,10,-8,17,-6,16,15,19,11,19,7,,4,19,2,20,18,,15,,19,16,,,13,53,-1,-3,-7,-2,-37,-11,13,9,15,9,11
118950_6..N02R::1404705600.0,17,5,,10,26,29,40,4,-6,-19,-18,5,12,0,27,-4,22,-4,5,-23,-21,-1,2,56,-22,,-19,16,,,,3,,,,,23,24
119450_6..N03R::1404705600.0,,17,-37,9,3,-33,16,20,15,-19,20,5,,-9,17,-1,12,23,,1,,15,18,,,3,10,0,14,-6,-10,-24,-9,2,10,16,15,18
119950_6..N02R::1404705600.0,-15,18,,5,65,14,-34,-9,-34,11,71,16,-8,10,48,10,4,-3,13,-10,-19,6,15,65,-18,,8,-68,,,,23,,,,,3,7
120450_6..N01R::1404705600.0,0,6,9,75,9,4,23,0,6,-19,6,-4,4,-1,38,19,0,8,-24,8,-12,8,26,58,-18,-4,19,11,9,-4,8,12,21,-11,6,8,6,3
120950_6..N02R::1404705600.0,122,-69,,62,11,-8,115,17,-4,-19,6,-5,8,-35,41,7,76,-77,13,-14,-30,1,-1,54,,,10,-10,,,,-7,,,,,-7,0
121450_6..N03R::1404705600.0,,-7,-36,11,40,16,43,17,7,-1,8,16,,1,10,13,10,7,,6,,10,31,,,8,17,-4,-7,18,-5,-1,10,10,-9,-6,19,20
121950_6..N02R::1404705600.0,16,-3,,56,17,-6,116,11,-4,-19,30,0,14,-8,9,-2,-2,-6,16,2,-30,-8,-9,47,-23,,17,-15,,,,-7,,,,,-7,-3
122450_6..N01R::1404705600.0,13,1,-9,5,13,-8,115,17,10,-19,6,14,14,15,20,-2,-21,-2,20,-4,-70,-1,10,46,-16,-21,12,-7,-3,-13,-26,-10,-11,-9,11,-10,12,-7
122950_6..N01R::1404705600.0,-34,-79,-18,24,2,25,18,2,0,41,15,-11,20,11,10,15,-7,12,25,-35,-34,8,8,59,-25,-55,-23,16,5,8,4,8,5,-10,-1,6,-5,-7
123450_6..N01R::1404705600.0,-7,-7,9,1,13,-4,11,0,7,-19,13,4,21,-5,31,-10,84,0,27,5,-32,7,19,48,-22,-5,-10,3,16,18,-7,-4,16,9,10,16,-10,-1
123950_6..N01R::1404705600.0,1,3,0,16,25,13,34,0,8,11,-4,18,18,-22,18,8,-2,9,-19,16,-38,-12,-7,44,-24,-2,2,7,9,9,-12,-10,7,3,-2,-34,-7,0
124450_6..N01R::1404705600.0,0,3,-27,15,12,4,24,10,16,-19,9,20,5,-4,45,18,23,10,-4,8,-18,-6,-20,68,-15,-7,21,-16,11,-8,-11,4,-8,2,-19,-7,8,-15
124950_6..N01R::1404705600.0,6,8,-10,1,25,7,50,-4,23,-19,12,20,8,4,1,32,5,21,-3,16,-35,-76,2,62,-12,2,3,8,15,18,5,13,17,-8,1,3,-3,28
125450_6..N01R::1404705600.0,-10,-21,8,21,11,19,27,9,0,-19,16,-36,25,-13,13,24,19,-10,24,2,-32,-5,13,51,-22,8,18,14,-6,11,-38,16,10,15,4,2,13,-7
125950_6..N01R::1404705600.0,14,12,6,20,27,-2,30,-6,24,-19,18,12,14,12,10,-24,-2,1,7,-4,-33,19,17,32,-28,1,6,7,-18,2,-7,-2,-2,9,-8,-1,8,6
126450_6..N01R::1404705600.0,-7,1,5,16,0,20,45,18,25,-19,-2,3,26,-16,19,-7,46,-7,-21,-2,-31,10,-3,59,-15,13,92,-4,0,18,-1,22,-19,13,-2,-1,-36,1
126950_6..N01R::1404705600.0,-2,-21,9,20,16,17,25,20,-9,11,11,-8,26,-16,29,13,44,14,38,0,-38,1,17,68,-23,8,19,-6,-5,-25,-5,26,-8,11,-15,-12,-11,-2
127550_6..N01R::1404705600.0,-10,10,10,-10,13,-7,31,-38,16,11,18,17,20,-2,20,9,5,9,28,2,-70,-11,16,43,-23,1,18,8,17,-2,10,1,15,-11,2,5,3,8
128150_6..N01R::1404705600.0,-5,-10,0,16,9,-8,53,14,-17,-19,17,11,6,16,28,-2,5,6,-7,2,-11,-1,15,44,-17,1,16,-8,-39,-4,-58,-11,-11,3,10,-12,16,-8
128750_6..N01R::1404705600.0,-12,20,-2,14,-6,3,14,13,-4,-19,11,-25,18,-26,32,-6,5,-7,10,12,-12,0,6,22,-9,7,-2,-9,-8,2,-9,25,17,6,8,14,-2,4
129350_6..N01R::1404705600.0,-35,12,12,-6,-10,0,11,3,16,-19,9,18,22,-24,20,4,65,8,23,17,-28,-10,11,26,-21,8,2,12,-4,16,1,10,13,16,3,9,9,16
129950_6..N01R::1404705600.0,17,8,13,23,8,3,19,-7,9,-19,-23,0,18,-4,14,-4,2,13,27,6,-14,10,-8,43,-27,-1,22,5,13,8,9,11,-24,-7,-4,4,17,20
130550_6..N01R::1404705600.0,0,20,14,25,-4,18,37,-40,5,-19,-7,10,25,15,14,1,6,4,10,0,-27,-16,23,63,-14,8,3,6,-8,-4,-4,16,-37,-16,10,14,20,-7
131150_6..N01R::1404705600.0,,,7,-17,-27,-5,21,25,15,-10,-2,3,,16,45,-22,24,-15,,15,,8,19,,,8,21,10,19,5,15,14,-9,-9,10,-22,8,2
131750_6..N01R::1404705600.0,3,16,-11,13,-8,14,12,1,-2,-49,2,0,4,1,10,-12,22,-8,3,7,-16,14,4,45,-8,4,-20,6,3,13,-1,-3,4,7,-8,-8,-2,21
132350_6..N01R::1404705600.0,-4,13,-20,25,11,19,32,-1,4,-19,8,7,-2,-14,18,-5,-1,-1,3,1,-15,10,-1,59,-9,-1,-15,1,-14,11,-8,-2,7,-19,-4,1,-2,4
133050_6..N01R::1404705600.0,14,9,-18,13,16,4,22,7,21,18,28,4,14,16,52,-9,1,19,0,-7,0,1,18,6,-26,-4,-3,15,9,-2,-5,9,-2,-14,-8,-1,-3,28
133750_6..N01R::1404705600.0,-10,-1,0,17,12,-10,67,0,17,-19,3,-3,15,11,18,-9,18,13,17,18,40,-13,0,60,-23,9,29,7,-9,13,-7,-3,3,9,-10,-7,0,7
134450_6..N01R::1404705600.0,2,58,-1,-111,6,-8,30,-4,-3,-19,20,5,31,-8,32,-7,13,27,32,3,-8,3,11,49,-5,11,17,18,-7,15,-9,29,3,5,-7,-3,4,9
135200_6..N01R::1404705600.0,-1,144,-11,-110,18,-6,9,1,-1,-19,-2,5,7,-4,-21,-10,48,-6,-1,1,-36,-15,0,52,-30,3,22,8,-10,-4,2,-5,21,-9,8,15,-7,-1
136000_6..N01R::1404705600.0,-6,97,9,-102,50,5,34,8,4,-19,23,5,23,-4,17,-5,20,-3,30,8,-38,-2,16,46,-9,-12,-69,17,3,8,3,8,6,15,-3,3,7,10
136800_6..N01R::1404705600.0,91,-101,4,-115,19,14,43,27,12,-19,12,22,0,10,17,21,9,10,-12,-15,,-13,0,52,-23,10,-6,7,-5,-7,-8,20,-10,8,10,17,-4,0
137600_6..N01R::1404705600.0,-1,-49,5,-123,-6,4,29,21,1,11,-13,16,-24,-4,34,4,0,4,-23,10,,4,21,52,-32,4,-3,-6,24,8,-14,2,-22,5,-34,-2,17,18
138400_6..N01R::1404705600.0,114,,-98,-220,69,3,28,-47,12,11,16,-36,,-9,24,15,-14,10,17,5,,14,11,,-23,10,13,3,-6,-1,-10,8,-6,6,15,-9,10,15
139300_6..N01R::1404705600.0,,,-19,,9,-29,30,0,-3,7,2,-5,,-2,9,12,19,-11,,-19,,20,4,,,,38,4,,,1,-36,,15,,,-1,5
131150_6..N::1404705600.0,19,5,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,461,,
140100_6..N01R::1404705600.0,,,,,-7,-11,21,-2,7,-19,12,13,,-14,40,1,-88,1,,,,12,14,,,19,46,4,-2,,17,19,,,,,13,-9
141050_6..N01R::1404705600.0,,,,,10,-111,9,8,11,11,-42,-2,,,26,11,,24,,6,,-4,,,,,19,18,,,,-4,,,,,-2,-25
142100_6..N01R::1404705600.0,,,,,,,-12,12,-63,-19,7,14,,,,-1,,,,,,-13,3,,,,,-50,,,,,,,,,7,-70
143100_6..N01R::1404705600.0,,,,,,,,,0,41,,,,,32,-7,,,,,,-77,,,,,,,,,,,,,,,,
144100_6..N01R::1404705600.0,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145100_6..N01R::1404705600.0,,,,,,,,,,-679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146100_6..N01R::1404705600.0,,,,,,,,,,-1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147100_6..N01R::1404705600.0,,,,,,,,,,-1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144100_6..N01R::1404792000.0,13,-98,-8,-122,17,7,27,7,0,11,47,6,5,2,35,-2,2,-2,28,8,-23,-4,26,69,-25,-3,24,18,13,18,-10,218,8,-3,-7,27,15,16
145100_6..N01R::1404792000.0,,,17,-33,40,11,57,-4,-6,-19,44,-1,,,29,24,9,20,,-7,,-4,11,,,10,11,7,-7,,-7,12,,2,,,11,16
146100_6..N01R::1404792000.0,18,-95,-14,-98,57,12,51,11,32,-19,30,2,6,15,48,-11,30,-3,-3,-3,-19,4,-27,48,-21,15,188,-12,1,17,-11,40,-1,1,17,-12,-18,17
147100_6..N01R::1404792000.0,25,-114,6,-99,35,-3,23,24,21,-19,34,-15,5,-9,,0,18,12,21,2,-16,-8,2,50,,8,-12,-24,-6,3,-6,1,1,12,-7,-36,0,4
043350_6..N03R::1404792000.0,,62835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138400_6..N01R::1404792000.0,,,,,,,,,,,,,6,,,,,,,,-10,,,51,,,,,,,,,,,,,,
139300_6..N01R::1404792000.0,13,-122,,-99,,,,,,,,,10,,,,,,15,,-22,,,35,-27,,,,,10,,,4,,-7,-3,,
140100_6..N01R::1404792000.0,76,-120,15,-100,,,,,,,,,9,,,,,,19,,-9,,,48,-24,,,,,7,,,-3,-6,-12,-7,,
141050_6..N01R::1404792000.0,2,-106,-3,-109,,,,,,,,,29,,,,-5,,6,,-7,,,42,-14,-4,,,2,4,10,,2,-3,-5,6,,
142100_6..N01R::1404792000.0,-2,-124,14,62,5,14,,,,,,,-2,9,,,54,,8,-6,-26,,,43,-12,-5,9,,-14,-8,-5,13,6,12,-10,-10,,15
143100_6..N01R::1404792000.0,8,-121,19,-104,27,12,34,0,,,32,,39,5,,,-3,,-14,9,-29,,7,56,-27,-8,18,10,1,,-2,20,5,4,-45,-5,-8,-5
148100_6..N01R::1404792000.0,7,-112,-33,-88,44,9,53,15,-4,-49,24,-1,14,0,36,-13,-8,21,25,9,-13,25,42,47,-18,5,-4,7,18,-31,2,7,24,11,4,6,10,16
149100_6..N01R::1404792000.0,8,-125,2,-106,-26,0,30,2,18,-19,24,-6,32,9,22,47,31,15,10,17,-6,-10,5,55,-27,14,-36,10,0,16,-5,0,2,-20,-10,-7,4,8
150300_6..N01R::1404792000.0,-12,-123,-2,-106,34,10,30,-3,19,-19,-6,-8,21,-20,66,18,5,16,13,-6,,-16,11,34,-26,-9,15,6,9,2,11,14,-4,1,-10,-4,-20,16
007800_6..N01R::1404792000.0,3,-108,14,-156,21,-6,23,18,25,-19,51,5,1,14,43,-7,37,-45,1,-7,-18,5,-20,64,-10,-9,5,-4,7,17,6,-2,12,-10,2,8,-27,8
009350_6..N01R::1404792000.0,-15,-129,10,-95,23,12,32,17,9,-19,39,12,-10,11,29,-77,8,6,14,21,-23,3,21,50,-22,-1,1,-6,16,11,-6,14,11,12,6,13,20,-9
145100_6..N::1404792000.0,-28,-99,,,,,,,,,,,-16,,,,,,15,,-8,,,33,-3,,,,,,,,,,,,,
011250_6..N01R::1404792000.0,12,-125,-10,-124,22,1,17,-3,13,-19,30,-8,15,3,8,17,16,18,17,13,-1,-18,6,30,-24,0,27,5,16,15,13,6,12,-6,2,-4,3,10
