,231N,501N,502N,505N,219N,416N,418N,234N,235N,245N,247N,250N,503N,214N,635N,244N,213N,218N,640N,230N,243N,504N,217N,222N,631N,423N,242N,216N,241N,229N,221N,215N,228N,220N,239N,246N,629N,137N,420N,132N,626N,621N,128N,233N,127N,419N,123N,120N,227N,226N,225N,212N,211N,210N,209N,208N,207N,206N,205N,204N,257N,256N,255N,254N,253N,252N,251N,249N,248N,201N
118900_5..N::1404360000.0,1404433541,1404437891,1404437651,1404437291,1404436331,,,,,,,,1404437531,1404436871,,,1404437051,1404436421,,1404433751,,1404437381,1404436511,1404436001,,,,1404436601,,1404433841,1404436091,1404436721,1404433961,1404436211,,,,1404434081,,1404434321,,,1404434501,,1404434621,,1404434861,1404435101,1404435491,1404435551,1404435671,,,,,,,,,,,,,,,,,,,
112950_5..N74R::1404360000.0,,1404433631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113750_5..N71R::1404360000.0,,1404434261,1404433511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114750_5..N71R::1404360000.0,,1404435641,1404434321,1404433601,,,,,,,,,1404433811,,,,,,,,,1404433691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115700_5..N71R::1404360000.0,,1404436151,1404435761,1404434561,1404433511,,,,,,,,1404435011,1404434081,,,1404434261,1404433601,,,,1404434651,1404433691,,,,,1404433811,,,,1404433931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116750_5..N71R::1404360000.0,,1404436271,1404436031,1404434981,1404434081,1404433601,,,,,,,1404435731,1404434621,,,1404434741,1404434171,,,,1404435071,1404434231,1404433751,,,,1404434351,,,1404433871,1404434471,,1404433991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117850_5..N71R::1404360000.0,,1404437621,1404437441,1404437111,1404436151,1404435281,1404433511,,,,,,1404437321,1404436661,1404433901,,1404436871,1404436271,1404433661,,,1404437201,1404436331,1404435581,1404434321,,,1404436421,,,1404435941,1404436541,,1404436091,,,1404434501,,,,1404434711,1404435101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119700_5..N71R::1404360000.0,,,,,,,,1404433631,,,,,,,,,,,,,,,,,,1404433721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120950_5..N71R::1404360000.0,,1404438731,1404438251,1404437891,1404436901,1404436301,1404434651,1404434021,1404433901,,,,1404438101,1404437501,1404435071,,1404437651,1404436991,1404434741,,,1404438011,1404437051,1404436571,1404435341,1404434231,,1404437171,,,1404436661,1404437321,,1404436811,,,1404435491,,1404434501,,1404435701,1404436121,,,,1404434591,,,,,,,,,,,,,,,,,,,,,,,,
121800_5..N71R::1404360000.0,,,,,,,,,1404434171,1404433451,,,,,,1404433541,,,,,1404433631,,,,,,1404433691,,1404433871,,,,,,1404433991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123100_5..N71R::1404360000.0,,,,,,,,,,,1404433661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105200_5..N68R::1404360000.0,,,,,,,,,,,,1404446381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114200_5..N71R::1404360000.0,,1404435011,1404433721,,,,,,,,,,1404433481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115400_5..N71R::1404360000.0,,1404435821,1404435221,1404433811,,,,,,,,,1404434321,1404433451,,,1404433631,,,,,1404433901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117300_5..N76R::1404360000.0,,,,,,1404434801,,,,,,,,,1404433601,,1404435791,,,,,,,1404434951,1404433871,,,,,,1404435071,,,,,,1404434081,,,,1404434291,1404434621,,,,,,,,,,1404435911,1404436031,1404436151,1404436241,1404436331,1404436421,1404436541,1404436631,1404436691,,,,,,,,,,
123100_5..N::1404360000.0,,,,,1404437501,1404436961,1404435521,1404434951,1404434891,1404434081,1404433871,,,1404438101,1404435911,1404434201,1404438251,1404437591,1404435641,,1404434261,,1404437681,1404437141,1404436121,1404435101,1404434351,1404437831,1404434441,,1404437261,1404437951,,1404437411,1404434591,1404433991,1404436301,,1404435341,,1404436511,1404436781,,,,1404435461,,,,,,1404438461,1404438551,1404438671,1404438761,1404438851,1404438971,1404439061,1404439151,1404439421,,,,,,,,,,
126450_5..N73R::1404360000.0,,1404439571,1404439391,1404439001,1404438011,1404437501,1404436031,,,,,,1404439241,1404438611,1404436421,,1404438791,1404438101,1404436151,,,1404439121,1404438221,1404437711,1404436661,,,1404438341,,,1404437831,1404438491,,1404437951,,,1404436841,,1404435851,,1404437051,1404437321,,,,1404435941,,,,,,,,,,,,,,,,,,,,,,,,
119700_5..N::1404360000.0,,1404438251,1404438071,1404437711,1404436751,,,1404434111,,,,,1404437951,1404437321,,,1404437501,1404436841,,1404434201,,1404437771,1404436931,1404436421,,,,1404437021,,1404434261,1404436541,1404437171,1404434381,1404436661,,,,1404434501,,1404434711,,,1404434891,,1404435011,,1404435251,1404435491,1404435851,1404435941,1404436061,,,,,,,,,,,,,,,,,,,
121800_5..N::1404360000.0,,1404439241,1404438521,1404438161,1404437171,,,1404434321,1404434231,,,,1404438371,1404437831,,,1404437951,1404437261,,,,1404438251,1404437381,1404436841,,,,1404437501,,,1404436931,1404437681,,1404437051,,,,,,,,,,1404434501,,,,,,,,,,,,,,,,,,,,,,,,,,
127450_5..N73R::1404360000.0,,1404441161,1404440981,1404440621,1404439751,1404439211,1404437531,,,,,,1404440831,1404440261,1404437921,,1404440411,1404439781,1404437651,,,1404440711,1404439901,1404439421,1404438191,,,1404440021,,,1404439511,1404440141,,1404439661,,,1404438341,,1404437411,,1404438551,1404438851,,,,1404437471,,,,,,,,,,,,,,,,,,,,,,,,
128450_5..N73R::1404360000.0,,1404441431,1404441221,1404440891,1404439961,1404439421,1404437951,,,,,,1404441101,1404440501,1404438311,,1404440681,1404440081,1404438071,,,1404440981,1404440171,1404439631,1404438521,,,1404440261,,,1404439781,1404440381,,1404439901,,,1404438701,,1404437831,,1404438881,1404439211,,,,1404437891,,,,,,,,,,,,,,,,,,,,,,,,
129450_5..N73R::1404360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404438761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130450_5..N73R::1404360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404438761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131450_5..N73R::1404360000.0,,1404442421,1404442211,1404441881,1404441011,1404440561,1404439031,,,,,,1404442061,1404441491,1404439451,,1404441671,1404441101,1404439121,,,1404441941,1404441161,1404440711,1404439721,,,1404441281,,,1404440801,1404441401,,1404440921,,,1404439871,,1404438851,,1404440051,1404440381,,,,1404438941,,,,,,,,,,,,,,,,,,,,,,,,
132450_5..N73R::1404360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404446021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133450_5..N73R::1404360000.0,,1404443741,1404443561,1404443201,1404442301,1404441821,1404440441,,,,,,1404443411,1404442811,1404440801,,1404442991,1404442391,1404440561,,,1404443291,1404442481,1404442001,1404441041,,,1404442571,,,1404442091,1404442691,,1404442211,,,1404441161,,1404440261,,1404441371,1404441641,,,,1404440351,,,,,,,,,,,,,,,,,,,,,,,,
134450_5..N73R::1404360000.0,,1404444341,1404444191,1404443831,1404442811,1404442361,1404440951,,,,,,1404444041,1404443291,1404441311,,1404443591,1404442901,1404441041,,,1404443861,1404442961,1404442511,1404441551,,,1404443051,,,1404442601,1404443171,,1404442721,,,1404441701,,1404440771,,1404441911,1404442181,,,,1404440831,,,,,,,,,,,,,,,,,,,,,,,,
135450_5..N73R::1404360000.0,,1404444971,1404444701,1404444341,1404443441,1404442841,1404441461,,,,,,1404444551,1404443951,1404441821,,1404444101,1404443531,1404441581,,,1404444431,1404443621,1404443081,1404442061,,,1404443711,,,1404443231,1404443831,,1404443351,,,1404442211,,1404441311,,1404442391,1404442661,,,,1404441401,,,,,,,,,,,,,,,,,,,,,,,,
136450_5..N73R::1404360000.0,,1404445481,1404445271,1404444941,1404444101,1404443681,1404442241,,,,,,1404445151,1404444551,1404442601,,1404444731,1404444191,1404442361,,,1404445031,1404444281,1404443831,1404442841,,,1404444341,,,1404443861,1404444461,,1404444041,,,1404442991,,1404442091,,1404443201,1404443501,,,,1404442151,,,,,,,,,,,,,,,,,,,,,,,,
137600_5..N73R::1404360000.0,,1404446381,1404446081,1404445721,1404444761,1404444251,1404442691,,,,,,1404445961,1404445271,1404443081,,1404445481,1404444821,1404442781,,,1404445811,1404444911,1404444431,1404443351,,,1404445001,,,1404444551,1404445121,,1404444671,,,1404443531,,1404442541,,1404443741,1404444041,,,,1404442601,,,,,,,,,,,,,,,,,,,,,,,,
136600_5..N71R::1404360000.0,,,,,1404446051,1404445601,1404444221,1404443051,1404442961,1404442241,1404442031,,,,1404444551,1404442331,,1404446141,1404444311,,1404442421,,1404446201,1404445751,1404444821,1404443201,1404442511,1404446321,1404442601,,1404445871,1404446381,,1404445991,1404442721,1404442181,1404444971,,1404444071,,1404445151,1404445421,,,,1404444101,,,,,,,,,,,,,,,,,,,,,,,,
138800_5..N73R::1404360000.0,,,,1404446381,1404445571,1404445061,1404443411,,,,,,,1404446081,1404443801,,1404446231,1404445631,1404443501,,,,1404445721,1404445241,1404444071,,,1404445811,,,1404445361,1404445931,,1404445481,,,1404444221,,1404443261,,1404444431,1404444761,,,,1404443321,,,,,,,,,,,,,,,,,,,,,,,,
144300_5..N32R::1404360000.0,,,,,,,,,,,,,,,,,1404446381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002300_5..N32R::1404360000.0,,,,,,,,,,,,,,,,,1404446381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144300_5..N32R::1404446400.0,,1404447401,1404447281,1404446921,,,,,,,,,1404447161,,,,1404532781,,,,,1404447041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002300_5..N32R::1404446400.0,,1404448661,1404448451,1404448091,,,,,,,,,1404448301,,,,1404447821,,,,,1404448181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138800_5..N73R::1404446400.0,,1404447011,1404446831,1404446441,,,,,,,,,1404446681,,,,,,,,,1404446531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105200_5..N68R::1404446400.0,,,,,,,,,,,,1404460781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136600_5..N71R::1404446400.0,,,,1404447131,,,,,,,,,,1404446561,,,1404447041,,,,,,,,,,,,,,,1404446441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004300_5..N32R::1404446400.0,,,,,,,,,,,,,,,,,1404447731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006000_5..N32R::1404446400.0,,,,,,,,,,,,,,,,,1404449051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004000_5..N32R::1404446400.0,,1404449621,1404449411,1404449081,,,,,,,,,1404449291,,,,1404448901,,,,,1404449171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012300_5..N32R::1404446400.0,,1404454451,1404454271,1404453941,,,,,,,,,1404454121,,,,1404453761,,,,,1404454031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006300_5..N32R::1404446400.0,,1404451001,1404450791,1404450461,,,,,,,,,1404450641,,,,1404450191,,,,,1404450551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010300_5..N32R::1404446400.0,,1404453461,1404453281,1404452951,,,,,,,,,1404453131,,,,1404452681,,,,,1404453041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008300_5..N32R::1404446400.0,,1404452081,1404451901,1404451571,,,,,,,,,1404451751,,,,1404451391,,,,,1404451631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014300_5..N32R::1404446400.0,,1404455591,1404455411,1404455081,,,,,,,,,1404455291,,,,1404454901,,,,,1404455171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016300_5..N32R::1404446400.0,,1404456851,1404456671,1404456341,,,,,,,,,1404456551,,,,1404456131,,,,,1404456431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018300_5..N32R::1404446400.0,,1404458021,1404457871,1404457511,,,,,,,,,1404457751,,,,1404457331,,,,,1404457631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020300_5..N32R::1404446400.0,,1404459431,1404459221,1404458861,,,,,,,,,1404459101,,,,1404458591,,,,,1404458981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022300_5..N32R::1404446400.0,,1404460751,1404460571,1404460241,,,,,,,,,1404460451,,,,1404459191,,,,,1404460331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024300_5..N32R::1404446400.0,,1404461741,1404461561,1404461231,,,,,,,,,1404461441,,,,1404460961,,,,,1404461321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026300_5..N32R::1404446400.0,,1404462911,1404462731,1404462401,,,,,,,,,1404462611,,,,1404462251,,,,,1404462491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028300_5..N32R::1404446400.0,,1404464321,1404464141,1404463811,,,,,,,,,1404464021,,,,1404463631,,,,,1404463901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030300_5..N32R::1404446400.0,,1404465371,1404465161,1404464831,,,,,,,,,1404465041,,,,1404464561,,,,,1404464921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032300_5..N32R::1404446400.0,,1404466811,1404466451,1404466121,,,,,,,,,1404466331,,,,1404465851,,,,,1404466211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034000_5..N01R::1404446400.0,,1404467561,1404467381,1404467021,,,,,,,,,1404467231,,,,1404466811,,,,,1404467111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036000_5..N01R::1404446400.0,,1404468671,1404468491,1404468131,,,,,,,,,1404468371,,,,1404467951,,,,,1404468251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
038000_5..N01R::1404446400.0,,1404469961,1404469751,1404469421,,,,,,,,,1404469631,,,,1404469181,,,,,1404469511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040000_5..N01R::1404446400.0,,1404471191,1404471011,1404470681,,,,,,,,,1404470891,,,,1404470441,,,,,1404470741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040900_5..N73R::1404446400.0,,1404474371,1404474191,1404473831,1404472991,1404472511,1404471071,,,,,,1404474071,1404473441,1404471461,,1404473621,1404473051,1404471191,,,1404473951,1404473141,1404472691,1404471701,,,1404473231,,,1404472781,1404473321,,1404472901,,,1404471881,,1404470921,,1404472061,1404472331,,,,1404470981,,,,,,,,,,,,,,,,,,,,,,,,
042000_5..N01R::1404446400.0,,1404472301,1404472121,,,,,,,,,,1404472001,,,,1404471941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042300_5..N73R::1404446400.0,,1404475001,1404474821,1404474491,1404473681,1404473231,1404471911,,,,,,1404474701,1404474131,1404472271,,1404474281,1404473741,1404472031,,,1404474581,1404473831,1404473381,1404472511,,,1404473891,,,1404473441,1404474011,,1404473561,,,1404472631,,1404471791,,1404472811,1404473081,,,,1404471851,,,,,,,,,,,,,,,,,,,,,,,,
043300_5..N73R::1404446400.0,,1404475721,1404475541,1404475211,1404474371,1404473921,1404472541,,,,,,1404475421,1404474821,1404472901,,1404474971,1404474431,1404472661,,,1404475301,1404474521,1404474071,1404473141,,,1404474611,,,1404474161,1404474701,,1404474281,,,1404473291,,1404472391,,1404473501,1404473741,,,,1404472481,,,,,,,,,,,,,,,,,,,,,,,,
040950_5..N73R::1404446400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404474821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043700_5..N01R::1404446400.0,,1404473441,1404473261,1404472961,,,,,,,,,1404473141,,,,1404472751,,,,,1404473021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
044500_5..N73R::1404446400.0,,1404477341,1404477161,1404476801,1404475181,1404474701,1404473231,,,,,,1404477041,1404476471,1404473561,,1404476621,1404476051,1404473321,,,1404476891,1404476141,1404474851,1404473831,,,1404476231,,,1404474971,1404476321,,1404475091,,,1404473981,,1404473111,,1404474191,1404474461,,,,1404473171,,,,,,,,,,,,,,,,,,,,,,,,
045700_5..N73R::1404446400.0,,,,,,1404475331,1404473951,,,,,,,,1404474311,,,,1404474071,,,,,1404475511,1404474551,,,,,,1404475601,,,,,,1404474701,,1404473831,,1404474881,1404475151,,,,1404473891,,,,,,,,,,,,,,,,,,,,,,,,
047100_5..N73R::1404446400.0,,1404478031,1404477821,1404477491,1404476711,1404476231,1404474791,,,,,,1404477701,1404477161,1404475091,,1404477281,1404476741,1404474881,,,1404477581,1404476831,1404476411,1404475421,,,1404476921,,,1404476471,1404477041,,1404476621,,,1404475571,,1404474641,,1404475751,1404476051,,,,1404474701,,,,,,,,,,,,,,,,,,,,,,,,
048100_5..N73R::1404446400.0,,1404478691,1404478511,1404478181,1404477281,1404476801,1404475421,,,,,,1404478391,1404477791,1404475751,,1404477941,1404477371,1404475511,,,1404478271,1404477461,1404476981,1404476021,,,1404477551,,,1404477071,1404477671,,1404477221,,,1404476171,,1404475241,,1404476321,1404476651,,,,1404475331,,,,,,,,,,,,,,,,,,,,,,,,
049500_5..N73R::1404446400.0,,1404479351,1404479171,1404478841,1404478001,1404477581,1404476231,,,,,,1404479051,1404478451,1404476531,,1404478661,1404478091,1404476321,,,1404478931,1404478151,1404477731,1404476861,,,1404478241,,,1404477821,1404478361,,1404477941,,,1404477011,,1404476051,,1404477191,1404477431,,,,1404476141,,,,,,,,,,,,,,,,,,,,,,,,
050500_5..N73R::1404446400.0,,1404480191,1404480011,1404479621,1404478811,1404478331,1404476831,,,,,,1404479861,1404479321,1404477191,,1404479441,1404478901,1404476951,,,1404479741,1404478991,1404478511,1404477461,,,1404479081,,,1404478601,1404479171,,1404478721,,,1404477641,,1404476681,,1404477821,1404478121,,,,1404476741,,,,,,,,,,,,,,,,,,,,,,,,
045700_5..N::1404446400.0,,1404477071,1404476861,1404476531,,,,,,,,,1404476741,,,,1404476291,,,,,1404476621,,,,,,,,,1404475631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051900_5..N73R::1404446400.0,,1404480761,1404480581,1404480251,1404479471,1404479051,1404477671,,,,,,1404480461,1404479921,1404478001,,1404480071,1404479561,1404477791,,,1404480341,1404479621,1404479171,1404478301,,,1404479741,,,1404479321,1404479831,,1404479381,,,1404478481,,1404477551,,1404478661,1404478901,,,,1404477611,,,,,,,,,,,,,,,,,,,,,,,,
052900_5..N73R::1404446400.0,,1404481481,1404481301,1404481001,1404480191,1404479711,1404478271,,,,,,1404481181,1404480671,1404478601,,1404480791,1404480281,1404478391,,,1404481061,1404480371,1404479891,1404478901,,,1404480461,,,1404480011,1404480581,,1404480131,,,1404479051,,1404478151,,1404479231,1404479561,,,,1404478181,,,,,,,,,,,,,,,,,,,,,,,,
054300_5..N73R::1404446400.0,,1404482771,1404482561,1404482231,1404481331,1404480821,1404479141,,,,,,1404482411,1404481841,1404479471,,1404481991,1404481421,1404479261,,,1404482321,1404481481,1404481001,1404479801,,,1404481601,,,1404481121,1404481721,,1404481241,,,1404479951,,1404478991,,1404480131,1404480611,,,,1404479051,,,,,,,,,,,,,,,,,,,,,,,,
055300_5..N73R::1404446400.0,,1404483221,1404483041,1404482711,1404481811,1404481361,1404479711,,,,,,1404482891,1404482351,1404480071,,1404482501,1404481871,1404479831,,,1404482771,1404481961,1404481481,1404480341,,,1404482051,,,1404481601,1404482231,,1404481721,,,1404480671,,1404479561,,1404480881,1404481181,,,,1404479621,,,,,,,,,,,,,,,,,,,,,,,,
056700_5..N73R::1404446400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404485621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057700_5..N73R::1404446400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404480251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059100_5..N73R::1404446400.0,,1404485261,1404485051,1404484721,1404483881,1404483431,1404481991,,,,,,1404484901,1404484361,1404482321,,1404484511,1404483941,1404482081,,,1404484811,1404484031,1404483581,1404482621,,,1404484091,,,1404483671,1404484211,,1404483791,,,1404482741,,1404481841,,1404482921,1404483251,,,,1404481901,,,,,,,,,,,,,,,,,,,,,,,,
060100_5..N73R::1404446400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404489221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057200_5..N73R::1404446400.0,,1404484661,1404484511,1404484121,1404483161,1404482651,1404481181,,,,,,1404484361,1404483671,1404481541,,1404483881,1404483251,1404481331,,,1404484241,1404483311,1404482831,1404481811,,,1404483431,,,1404482921,1404483551,,1404483071,,,1404481961,,1404481031,,1404482171,1404482411,,,,1404481091,,,,,,,,,,,,,,,,,,,,,,,,
061500_5..N73R::1404446400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404483161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062500_5..N73R::1404446400.0,,1404487481,1404487241,1404486911,1404485981,1404485501,1404484001,,,,,,1404487121,1404486521,1404484391,,1404486671,1404486071,1404484121,,,1404487001,1404486131,1404485651,1404484661,,,1404486251,,,1404485771,1404486371,,1404485891,,,1404484841,,1404483881,,1404485021,1404485321,,,,1404483941,,,,,,,,,,,,,,,,,,,,,,,,
063900_5..N73R::1404446400.0,,1404488231,1404488051,1404487691,1404486821,1404486341,1404484871,,,,,,1404487931,1404487361,1404485201,,1404487481,1404486881,1404484991,,,1404487781,1404486971,1404486491,1404485501,,,1404487061,,,1404486611,1404487211,,1404486731,,,1404485651,,1404484721,,1404485831,1404486161,,,,1404484781,,,,,,,,,,,,,,,,,,,,,,,,
060800_5..N73R::1404446400.0,,1404486641,1404486431,1404486071,1404485201,1404484751,1404483311,,,,,,1404486281,1404485681,1404483731,,1404485861,1404485261,1404483431,,,1404486161,1404485321,1404484901,1404483971,,,1404485441,,,1404484991,1404485531,,1404485111,,,1404484121,,1404483161,,1404484301,1404484571,,,,1404483221,,,,,,,,,,,,,,,,,,,,,,,,
064900_5..N73R::1404446400.0,,1404488801,1404488621,1404488291,1404487391,1404486881,1404485531,,,,,,1404488501,1404487931,1404485861,,1404488081,1404487481,1404485621,,,1404488381,1404487571,1404487091,1404486101,,,1404487661,,,1404487211,1404487811,,1404487301,,,1404486251,,1404485351,,1404486431,1404486701,,,,1404485441,,,,,,,,,,,,,,,,,,,,,,,,
066300_5..N73R::1404446400.0,,1404489461,1404489281,1404488951,1404488111,1404487661,1404486311,,,,,,1404489161,1404488591,1404486701,,1404488741,1404488171,1404486431,,,1404489041,1404488261,1404487811,1404486941,,,1404488351,,,1404487931,1404488501,,1404488021,,,1404487091,,1404486161,,1404487241,1404487511,,,,1404486221,,,,,,,,,,,,,,,,,,,,,,,,
063250_5..N73R::1404446400.0,,1404487631,1404487421,1404487091,1404486311,1404485861,1404484451,,,,,,1404487301,1404486791,1404484811,,1404486911,1404486371,1404484571,,,1404487181,1404486431,1404486011,1404485111,,,1404486521,,,1404486101,1404486671,,1404486221,,,1404485261,,1404484331,,1404485441,1404485711,,,,1404484391,,,,,,,,,,,,,,,,,,,,,,,,
067300_5..N73R::1404446400.0,,1404490391,1404490211,1404489881,1404488921,1404488441,1404486911,,,,,,1404490091,1404489461,1404487301,,1404489581,1404488981,1404487061,,,1404489971,1404489071,1404488621,1404487601,,,1404489191,,,1404488711,1404489341,,1404488831,,,1404487751,,1404486761,,1404487961,1404488261,,,,1404486851,,,,,,,,,,,,,,,,,,,,,,,,
068700_5..N73R::1404446400.0,,1404491621,1404491441,1404491111,1404490181,1404489581,1404488141,,,,,,1404491321,1404490691,1404488501,,1404490871,1404490271,1404488261,,,1404491201,1404490361,1404489791,1404488741,,,1404490451,,,1404490001,1404490571,,1404490091,,,1404488921,,1404487991,,1404489101,1404489401,,,,1404488081,,,,,,,,,,,,,,,,,,,,,,,,
069700_5..N73R::1404446400.0,,1404492251,1404491621,1404491291,1404490421,1404489821,1404488411,,,,,,1404491501,1404490931,1404488771,,1404491081,1404490511,1404488501,,,1404491351,1404490601,1404490031,1404489041,,,1404490691,,,1404490211,1404490811,,1404490361,,,1404489191,,1404488261,,1404489401,1404489671,,,,1404488321,,,,,,,,,,,,,,,,,,,,,,,,
067500_5..N73R::1404446400.0,,1404490841,1404490571,1404490181,1404489101,1404488591,1404487151,,,,,,1404490421,1404489701,1404487511,,1404489881,1404489161,1404487241,,,1404490271,1404489251,1404488771,1404487751,,,1404489341,,,1404488891,1404489581,,1404489011,,,1404487901,,1404487001,,1404488111,1404488411,,,,1404487061,,,,,,,,,,,,,,,,,,,,,,,,
071100_5..N73R::1404446400.0,,1404492611,1404492431,1404492101,1404491261,1404490631,1404489161,,,,,,1404492281,1404491741,1404489581,,1404491891,1404491351,1404489281,,,1404492161,1404491441,1404490841,1404489821,,,1404491531,,,1404491081,1404491621,,1404491201,,,1404490031,,1404489041,,1404490211,1404490451,,,,1404489101,,,,,,,,,,,,,,,,,,,,,,,,
072100_5..N73R::1404446400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404490511,,,,,,,1404490541,,,,,,,,,,,,,,,,,,,,,,,,
073500_5..N73R::1404446400.0,,1404494231,1404494051,1404493721,1404492731,1404492221,1404490661,,,,,,1404493931,1404493271,1404491081,,1404493451,1404492821,1404490781,,,1404493811,1404492911,1404492401,1404491351,,,1404493001,,,1404492491,1404493121,,1404492641,,,1404491531,,1404490541,,1404491741,1404492041,,,,1404490571,,,,,,,,,,,,,,,,,,,,,,,,
